country,gender,school_type,math_score,reading_score,science_score,education_father,education_mother,education_parents,family_structure,immigration_status
137222,Germany,Female,High school,438.0044,468.8058,494.6289,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137225,Germany,Male,High school,510.4456,483.5546,572.0254,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
137227,Germany,Male,High school,562.2449,504.4052,609.0451,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137229,Germany,Female,High school,483.1048,498.9896,523.8157,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Second-Generation
137231,Germany,Female,High school,604.7749,587.714,600.4662,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137235,Germany,Male,High school,493.1531,497.4283,514.4909,None,ISCED 2,ISCED 2,Both parents,Native
137239,Germany,Female,High school,565.9059,628.7004,587.2249,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137243,Germany,Male,High school,559.4407,574.1744,559.2503,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Second-Generation
137244,Germany,Female,High school,574.3963,613.2114,559.1569999999999,ISCED 2,ISCED 5B,ISCED 5B,Both parents,First-Generation
137248,Germany,Female,High school,571.2027,603.0442,551.5106,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137249,Germany,Male,High school,459.2694,566.0748,522.044,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,First-Generation
137250,Germany,Male,High school,560.9986,553.3238,567.4562,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137253,Germany,Female,High school,557.1818,609.3987,567.3629,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137254,Germany,Male,High school,635.1535,596.3883,636.8333,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",Both parents,Native
137256,Germany,Female,High school,618.5621,635.0549,657.1615,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137257,Germany,Male,High school,602.4381,559.5790000000001,639.351,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137258,Germany,Male,High school,672.8539999999999,611.0639,623.9649,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Single father/mother,Native
137261,Germany,Male,High school,728.4702,581.3919,676.7438,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137262,Germany,Female,High school,679.1634,680.8071,686.0686,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137263,Germany,Male,High school,585.0678,574.415,666.4864,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137264,Germany,Male,High school,611.8632,506.2497,623.5919,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
137265,Germany,Male,High school,569.2553,526.0577,605.3152,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137266,Germany,Male,High school,654.9385,608.6581,691.1041,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137268,Germany,Female,High school,487.7785,542.6766,539.668,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",Both parents,Native
137269,Germany,Male,High school,610.9285,569.6033,604.9422,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",Both parents,Native
137270,Germany,Male,High school,672.3867,590.2133,681.4062,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137272,Germany,Female,High school,608.5917,601.4556,636.367,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137274,Germany,Female,High school,711.5672,685.0964,725.2331,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137276,Germany,Female,High school,596.2066,563.9641,561.0219999999999,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137277,Germany,Female,High school,534.5926,523.6132,545.9157,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137278,Germany,Female,High school,567.7754,577.5468,571.3726,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
137279,Germany,Female,High school,588.4172,587.7934,600.1865,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137280,Germany,Female,High school,587.794,573.5753,568.6684,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
137281,Germany,Female,High school,635.6987,635.0549,659.959,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137282,Germany,Male,High school,642.7869999999999,532.4733,591.7009,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137283,Germany,Male,High school,693.418,655.0907,700.7087,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137284,Germany,Female,High school,619.4968,600.8995,580.6975,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137285,Germany,Female,High school,495.6457,567.3002,511.4137,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137287,Germany,Male,High school,479.3659,460.9398,471.5032,ISCED 2,ISCED 2,ISCED 2,Both parents,Second-Generation
137288,Germany,Female,High school,603.9181,643.554,650.9138,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
137289,Germany,Female,High school,548.5356,586.3637,554.5878,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137291,Germany,Female,High school,576.811,571.5101,564.8452,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
137292,Germany,Female,High school,565.828,609.9547,537.9896,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
137293,Germany,Male,High school,650.0312,562.3858,608.6721,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137294,Germany,Female,High school,673.2435,680.0923,649.9814,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137295,Germany,Male,High school,767.1055,696.872,696.699,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137296,Germany,Male,High school,687.1865,651.8829,665.2742,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137297,Germany,Male,High school,606.4107,535.9216,611.4696,ISCED 2,ISCED 5B,ISCED 5B,Both parents,Native
137300,Germany,Female,High school,443.6906,518.7679,483.81199999999995,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
137301,Germany,Female,High school,581.251,634.0223,679.3547,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137302,Germany,Male,Vocational preparation,512.7824,369.91900000000004,436.1619,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137304,Germany,Male,Vocational college,543.9399,460.2982,533.7934,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137305,Germany,Female,High school,531.4769,534.7335,567.3629,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
137307,Germany,Male,High school,578.8363,484.5972,529.4107,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137308,Germany,Male,High school,595.3497,553.3238,618.2768,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",Both parents,Native
137309,Germany,Male,High school,611.0843,555.9703,574.1701,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137310,Germany,Male,High school,544.563,489.4088,548.9929,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137311,Germany,Male,High school,631.804,560.7819,614.2671,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137312,Germany,Male,High school,669.2709,596.5487,641.962,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137314,Germany,Male,High school,534.2031,525.2558,599.7203,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137315,Germany,Female,High school,599.2444,563.567,641.3092,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137316,Germany,Female,High school,527.5822,527.0287,512.6259,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137317,Germany,Male,High school,605.8654,542.0966,609.0451,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137318,Germany,Male,High school,621.4442,566.155,611.8426,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137321,Germany,Male,High school,532.9568,473.9313,518.0343,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137322,Germany,Male,High school,526.1022,529.8269,555.7068,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137324,Germany,Male,High school,615.8358,550.8378,621.8202,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137325,Germany,Female,High school,658.9110000000001,612.4965,676.7438,ISCED 5B,ISCED 2,ISCED 5B,Single father/mother,Native
137326,Germany,Male,High school,637.4124,576.5803,602.4245,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137327,Germany,Female,High school,650.888,616.4680000000001,655.3898,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
137329,Germany,Male,Main school,556.5587,523.8925,593.7523,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137331,Germany,Female,Main school,491.6732,407.6439,442.5028,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137332,Germany,Female,Main school,546.6661,520.4359,554.0283,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
137334,Germany,Male,Main school,504.4477,444.9811,527.6389,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",Both parents,Native
137335,Germany,Male,Main school,416.272,397.5059,399.0489,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137338,Germany,Male,Main school,554.1439,499.4331,561.9545,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137339,Germany,Male,Main school,430.3708,365.1073,423.10699999999997,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
137340,Germany,Male,Main school,426.3203,369.6784,470.0112,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
137341,Germany,Male,Main school,544.0178,511.3821,551.9769,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137343,Germany,Female,Main school,373.4304,436.0802,381.0518,ISCED 2,ISCED 2,ISCED 2,Both parents,Second-Generation
137344,Germany,Female,Main school,435.6675,455.5408,436.1619,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137345,Germany,Female,Main school,451.1684,450.4572,461.9918,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",Both parents,Native
137346,Germany,Female,Main school,471.4987,494.2237,500.2238,ISCED 1,ISCED 2,ISCED 2,Both parents,Native
137348,Germany,Male,Main school,410.7415,376.094,370.608,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137351,Germany,Female,Main school,495.1005,494.9386,577.9933,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
137354,Germany,Male,Middle school,617.9389,565.3530000000001,599.627,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137356,Germany,Female,Middle school,495.3342,547.363,494.9086,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137358,Germany,Male,Middle school,691.0812,620.6872,677.4897,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137360,Germany,Female,Middle school,594.2592,546.5687,571.3726,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137361,Germany,Female,Middle school,523.298,527.5847,519.5263,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Single father/mother,Native
137362,Germany,Male,Middle school,557.026,503.8438,568.5752,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137363,Germany,Male,Middle school,460.6714,379.9433,400.6341,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137365,Germany,Male,Middle school,570.5795,550.3567,553.6554,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137367,Germany,Male,Middle school,587.5604,519.6422,540.8803,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137370,Germany,Male,Middle school,585.4572,579.7078,558.411,ISCED 2,ISCED 5B,ISCED 5B,Both parents,Native
137371,Germany,Female,Middle school,614.6674,615.9914,631.0518,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137372,Germany,Male,Middle school,604.8528,544.743,578.8325,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Second-Generation
137373,Germany,Female,Middle school,506.6288,527.4259,535.8448,ISCED 1,ISCED 2,ISCED 2,Both parents,Native
137374,Germany,Female,Middle school,474.6144,489.4578,453.5994,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137375,Germany,Male,Middle school,547.9124,551.4794,565.0317,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137376,Germany,Female,Middle school,564.1143,577.5468,539.3883,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
137377,Germany,Male,Middle school,528.2053,466.9544,551.7904,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137379,Germany,Female,Middle school,416.1941,475.9546,459.1943,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137380,Germany,Male,Middle school,422.4256,364.8667,411.6374,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137381,Germany,Female,Middle school,472.745,475.0808,465.069,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137382,Germany,Male,Middle school,430.1371,443.4574,484.6512,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137383,Germany,Male,Middle school,525.1675,471.5254,492.8571,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
137384,Germany,Male,Middle school,534.5147,436.2399,537.8031,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137385,Germany,Female,Middle school,428.6571,447.5977,458.5416,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137386,Germany,Female,Middle school,519.0139,530.2059,544.3305,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137387,Germany,Male,Middle school,538.721,475.455,542.5587,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Single father/mother,Native
137389,Germany,Female,Middle school,435.6675,490.2521,440.1716,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137390,Germany,Male,Middle school,409.2616,415.1487,445.6733,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137391,Germany,Male,Middle school,417.0509,343.0538,381.0518,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137392,Germany,Male,Middle school,506.1614,428.2204,526.9862,"ISCED 3B, C",None,"ISCED 3B, C",Both parents,Native
137393,Germany,Male,Middle school,494.01,484.3566,494.7221,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137395,Germany,Male,Middle school,502.81199999999995,432.4707,516.3558,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137396,Germany,Male,Middle school,525.1675,480.2666,530.0634,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137397,Germany,Male,Middle school,557.4155,541.2145,628.3476,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137398,Germany,Male,Middle school,568.8659,542.8986,571.0929,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137399,Germany,Female,Middle school,499.9299,546.6482,566.1507,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
137401,Germany,Male,Middle school,459.8146,448.269,483.9985,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",Both parents,Native
137402,Germany,Female,Middle school,445.0927,524.1692,479.2428,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137403,Germany,Female,Middle school,516.5992,555.3061,536.5908,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137404,Germany,Female,Middle school,427.1771,495.6535,437.0011,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Second-Generation
137405,Germany,Male,Middle school,360.0327,362.4609,399.6084,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137406,Germany,Male,Middle school,471.4208,435.4379,497.7061,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137407,Germany,Female,Middle school,444.2359,438.066,480.9213,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137408,Germany,Female,Middle school,504.99300000000005,536.5604,532.2081,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137409,Germany,Male,Middle school,445.0927,423.1682,466.18800000000005,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
137410,Germany,Female,Middle school,496.892,559.2777,574.1701,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
137411,Germany,Female,Middle school,493.6984,549.0311,548.4334,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137412,Germany,Male,Middle school,522.0517,459.4963,490.9922,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Second-Generation
137413,Germany,Female,Middle school,569.7227,599.7081,557.2921,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137414,Germany,Male,Middle school,428.5013,465.3505,496.7736,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137416,Germany,Female,Middle school,412.2994,467.2172,427.4897,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137417,Germany,Male,Middle school,574.5521,488.2861,543.4912,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
137419,Germany,Female,Middle school,433.3307,467.4554,474.3939,"ISCED 3B, C",ISCED 5B,ISCED 5B,Both parents,Native
137420,Germany,Male,Middle school,673.1656,577.3822,664.4349,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137421,Germany,Male,Middle school,626.663,518.2788,542.4655,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137424,Germany,Male,Integrated school,357.2285,354.3613,395.2257,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
137428,Germany,Female,Middle school,545.5756,558.404,512.5326,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137430,Germany,Male,Middle school,674.9572,566.3956,591.8874,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137431,Germany,Female,Middle school,385.8934,368.4844,401.8463,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
137432,Germany,Male,Middle school,534.9821,478.74300000000005,560.5558,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",Both parents,Native
137433,Germany,Male,Integrated school,381.9988,400.7137,410.2387,ISCED 2,"ISCED 3B, C","ISCED 3B, C",Both parents,Native
137434,Germany,Male,Integrated school,471.5766,415.9507,468.05300000000005,ISCED 2,ISCED 1,ISCED 2,Both parents,Native
137435,Germany,Male,Middle school,612.4085,577.302,622.3797,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
137437,Germany,Male,Integrated school,485.6753,397.9871,455.7441,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137438,Germany,Male,Middle school,512.7824,430.0649,502.3685,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",Both parents,Native
137440,Germany,Female,Integrated school,441.8212,452.9196,464.1365,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137443,Germany,Male,Middle school,622.6905,505.8487,573.1443,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137444,Germany,Male,Middle school,504.9151,493.0978,473.1816,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
137446,Germany,Male,Integrated school,433.1749,387.5618,451.0817,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137448,Germany,Female,High school,571.5921,640.3768,545.636,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",Single father/mother,Native
137449,Germany,Male,High school,713.4367,636.6459,673.0138,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137450,Germany,Female,High school,647.7722,654.5949,680.567,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137451,Germany,Male,High school,674.0224,608.8986,616.132,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
137452,Germany,Female,High school,557.805,558.0068,471.5964,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,Both parents,Native
137453,Germany,Female,High school,565.9059,573.893,508.8959,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137454,Germany,Female,High school,587.6383,617.9772,609.5114,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
137455,Germany,Female,High school,545.9651,566.4265,555.5203,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
137456,Germany,Male,High school,514.2623,488.3663,512.6259,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
137457,Germany,Male,High school,642.0081,617.4795,633.8493,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
137458,Germany,Male,High school,707.4389,638.33,687.0011,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
